,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
281,0.378,0.896,2.0,-4.066,1.0,0.0407,0.000452,0.0,0.194,0.469,174.302
282,0.39,0.649,2.0,-5.163,1.0,0.0345,0.172,0.0,0.216,0.144,121.16
283,0.727,0.739,0.0,-7.38,1.0,0.0343,0.137,0.0335,0.0857,0.783,100.994
284,0.77,0.505,1.0,-7.345,1.0,0.0828,0.311,7.4e-05,0.0777,0.757,171.798
285,0.767,0.787,3.0,-9.897,1.0,0.0331,0.0163,0.583,0.0513,0.964,126.879
286,0.575,0.886,5.0,-5.182,1.0,0.034,0.0647,0.000187,0.709,0.609,96.309
287,0.677,0.592,1.0,-6.887,1.0,0.0452,0.454,0.0,0.107,0.336,80.316
288,0.689,0.677,0.0,-6.36,1.0,0.0326,0.0704,0.0,0.0877,0.259,153.919
289,0.399,0.0861,1.0,-14.679,1.0,0.037,0.948,1.39e-05,0.104,0.129,117.451
290,0.362,0.911,9.0,-5.966,1.0,0.049,0.0336,0.0,0.466,0.498,171.112
291,0.613,0.72,0.0,-7.957,1.0,0.0425,0.0132,0.0,0.104,0.561,117.341
292,0.577,0.497,1.0,-9.371,0.0,0.0235,0.0619,1.07e-05,0.11,0.279,99.662
293,0.509,0.537,5.0,-6.834,1.0,0.0383,0.344,7.26e-06,0.0805,0.315,170.037
294,0.734,0.581,9.0,-6.619,0.0,0.032,0.24,0.000585,0.0298,0.962,119.337
295,0.863,0.452,6.0,-10.839,0.0,0.0678,0.0376,0.0215,0.0532,0.544,99.102
296,0.49,0.873,6.0,-5.861,1.0,0.0355,0.107,5.19e-06,0.118,0.513,103.272
297,0.846,0.438,11.0,-4.981,1.0,0.141,0.2,9.43e-05,0.0939,0.512,85.013
298,0.825,0.856,1.0,-1.912,1.0,0.0476,0.00851,1.4e-06,0.127,0.207,128.016
299,0.979,0.792,2.0,-2.784,1.0,0.0388,0.0025,7.71e-06,0.102,0.583,116.012
300,0.521,0.672,10.0,-10.047,1.0,0.0478,0.482,0.0,0.366,0.601,137.926
301,0.918,0.609,10.0,-5.64,0.0,0.0791,0.0928,0.0,0.139,0.304,128.008
302,0.828,0.794,6.0,-7.751,0.0,0.0699,0.0816,5.34e-06,0.614,0.509,127.987
303,0.781,0.745,4.0,-5.81,0.0,0.0332,0.198,1.14e-05,0.36,0.326,129.998
304,0.773,0.859,11.0,-4.913,1.0,0.0747,0.0855,0.00018,0.914,0.813,118.458
305,0.933,0.664,1.0,-11.281,1.0,0.311,0.00471,0.0,0.0908,0.616,128.467
306,0.7,0.695,7.0,-4.973,1.0,0.0897,0.00629,0.0,0.0319,0.633,122.028
307,0.978,0.695,6.0,-5.746,1.0,0.213,0.00126,5.01e-05,0.284,0.496,122.027
308,0.529,0.127,11.0,-16.066,1.0,0.0274,0.611,0.000109,0.237,0.578,63.05
309,0.785,0.582,5.0,-4.877,0.0,0.237,0.191,0.0,0.2,0.861,71.774
310,0.822,0.739,1.0,-4.541,0.0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992
311,0.762,0.702,0.0,-5.87,1.0,0.0432,0.0167,0.0,0.314,0.898,127.029
312,0.611,0.697,2.0,-8.618,1.0,0.133,0.0193,0.0,0.332,0.476,122.752
313,0.616,0.869,0.0,-3.911,1.0,0.0327,0.0283,0.0,0.064,0.473,127.966
314,0.671,0.939,8.0,-3.206,1.0,0.161,0.192,0.0,0.298,0.529,129.023
315,0.751,0.736,5.0,-4.168,0.0,0.156,0.0206,0.0,0.265,0.352,130.014
316,0.734,0.766,1.0,-4.485,1.0,0.0383,0.025,0.00138,0.108,0.6,127.986
317,0.366,0.269,0.0,-8.456,1.0,0.0287,0.829,1.67e-05,0.108,0.492,86.577
318,0.747,0.716,11.0,-2.457,0.0,0.075,0.135,0.0,0.251,0.751,125.008
319,0.168,0.326,5.0,-9.981,1.0,0.0324,0.721,0.0006,0.316,0.322,174.794
320,0.814,0.672,9.0,-12.068,1.0,0.0619,0.0435,0.0,0.061,0.933,109.394
321,0.812,0.688,4.0,-8.865,0.0,0.0582,0.000304,0.0,0.061,0.683,133.042
322,0.759,0.818,1.0,-6.011,1.0,0.216,0.0467,0.000158,0.103,0.535,171.708
323,0.877,0.534,1.0,-6.178,1.0,0.15,0.0339,1.67e-05,0.0441,0.89,108.17
324,0.92,0.654,11.0,-3.051,0.0,0.0401,0.0236,0.0158,0.0359,0.847,117.046
325,0.621,0.616,6.0,-7.211,0.0,0.15,0.0765,0.0,0.131,0.512,122.93
326,0.568,0.631,7.0,-5.623,1.0,0.0273,0.033,0.0,0.144,0.23,105.096
327,0.781,0.445,2.0,-6.061,1.0,0.0295,0.474,0.0,0.184,0.591,78.998
328,0.62,0.832,10.0,-4.848,1.0,0.036,0.332,0.0,0.104,0.481,144.926
329,0.507,0.71,5.0,-5.02,1.0,0.0291,0.0975,1.08e-05,0.17,0.45,134.647
330,0.623,0.417,0.0,-8.699,1.0,0.0354,0.296,0.0,0.135,0.721,130.032
331,0.526,0.749,3.0,-6.964,1.0,0.0283,0.023,1.76e-06,0.0692,0.421,99.982
332,0.67,0.905,2.0,-2.385,1.0,0.0339,0.0625,0.000151,0.0577,0.516,100.021
333,0.629,0.511,1.0,-8.651,1.0,0.0326,0.114,3.91e-06,0.0588,0.181,128.038
334,0.632,0.858,10.0,-3.463,1.0,0.035,0.0624,0.0,0.347,0.872,119.397
335,0.659,0.884,9.0,-5.56,1.0,0.0341,0.188,0.0,0.0756,0.934,144.868
336,0.426,0.584,1.0,-5.293,1.0,0.296,0.0383,0.0,0.192,0.272,193.438
337,0.652,0.627,7.0,-7.313,1.0,0.0894,0.436,8.11e-06,0.0674,0.315,137.867
338,0.743,0.766,0.0,-6.375,1.0,0.0265,0.0873,0.0,0.509,0.61,127.96
339,0.613,0.622,1.0,-5.794,0.0,0.0334,0.00882,0.0,0.37,0.484,80.003
340,0.573,0.662,9.0,-4.461,1.0,0.0265,0.209,3.92e-05,0.323,0.256,140.046
341,0.541,0.895,2.0,-4.884,1.0,0.0367,0.0163,0.0,0.571,0.657,102.078
342,0.548,0.769,4.0,-4.853,1.0,0.0312,0.0307,5.53e-06,0.0867,0.388,135.712
343,0.58,0.953,5.0,-3.856,1.0,0.0614,0.00261,0.0,0.218,0.673,103.041
344,0.591,0.45,0.0,-6.369,1.0,0.0266,0.671,2.23e-05,0.159,0.344,135.893
345,0.542,0.957,2.0,-5.009,1.0,0.045,0.00734,1.96e-05,0.185,0.752,158.0
346,0.451,0.669,10.0,-9.033,1.0,0.0651,0.0267,0.0,0.153,0.523,169.632
347,0.751,0.783,4.0,-3.724,1.0,0.0859,0.00379,0.0,0.036,0.816,119.975
348,0.638,0.816,2.0,-5.503,1.0,0.0308,0.00149,0.00115,0.195,0.386,112.014
349,0.685,0.474,0.0,-9.105,1.0,0.0313,0.779,1.23e-06,0.149,0.36,79.991
350,0.713,0.76,7.0,-4.294,1.0,0.0563,0.0087,0.0,0.359,0.769,124.98
351,0.747,0.937,0.0,-5.746,1.0,0.0453,0.0208,0.0,0.29,0.739,103.976
352,0.706,0.89,1.0,-4.444,0.0,0.0688,0.0588,0.00286,0.306,0.684,128.011
353,0.854,0.71,4.0,-6.32,0.0,0.0793,0.0113,8.72e-05,0.166,0.818,106.894
354,0.749,0.745,2.0,-10.625,1.0,0.164,0.000501,0.00403,0.333,0.481,101.972
355,0.831,0.713,7.0,-6.967,0.0,0.104,0.0678,0.0,0.0659,0.683,99.584
356,0.596,0.54,7.0,-6.723,0.0,0.11,0.00398,0.0,0.127,0.579,188.003
357,0.416,0.827,5.0,-5.282,0.0,0.199,0.0654,0.00151,0.0821,0.55,127.909
358,0.555,0.931,8.0,-2.969,1.0,0.0367,0.016,0.0,0.405,0.723,132.085
359,0.882,0.613,1.0,-6.691,1.0,0.0476,0.000433,0.000361,0.0744,0.46,104.957
360,0.799,0.586,11.0,-6.735,1.0,0.0377,0.162,2.03e-06,0.193,0.549,120.97
361,0.72,0.791,1.0,-4.689,1.0,0.124,0.0384,0.0,0.157,0.756,102.071
362,0.659,0.911,4.0,-2.28,1.0,0.0786,0.154,0.000304,0.191,0.576,91.999
363,0.596,0.856,4.0,-3.556,0.0,0.0346,0.0211,0.0178,0.141,0.743,127.949
364,0.699,0.529,2.0,-7.548,1.0,0.0487,0.0317,3.59e-05,0.285,0.121,119.987
365,0.654,0.797,1.0,-5.278,0.0,0.182,0.0216,1.04e-05,0.131,0.61,102.998
366,0.641,0.922,2.0,-4.457,1.0,0.0786,0.0291,0.0,0.0862,0.847,146.078
367,0.581,0.963,11.0,-4.087,1.0,0.0981,0.0295,0.0,0.139,0.788,129.992
368,0.391,0.823,9.0,-7.125,1.0,0.0334,0.017,0.00177,0.696,0.444,170.148
369,0.391,0.732,4.0,-8.188,0.0,0.0295,0.00471,0.121,0.0979,0.622,100.354
370,0.537,0.821,3.0,-6.214,1.0,0.0322,4.78e-05,0.0504,0.251,0.394,120.04
371,0.677,0.837,7.0,-7.839,1.0,0.0781,0.0198,0.0,0.19,0.446,96.958
372,0.699,0.579,1.0,-6.504,1.0,0.0416,0.267,0.00602,0.452,0.128,109.948
373,0.643,0.726,9.0,-9.314,1.0,0.0255,0.000772,0.00969,0.07,0.925,100.687
374,0.509,0.584,0.0,-4.907,1.0,0.057,0.0368,9.96e-05,0.384,0.685,170.411
375,0.309,0.649,7.0,-8.994,1.0,0.035,0.0158,0.00595,0.367,0.313,166.915
376,0.49,0.976,8.0,-6.597,1.0,0.0796,0.00431,0.0173,0.366,0.389,100.772
377,0.565,0.928,2.0,-12.448,1.0,0.0648,0.35,7.05e-05,0.128,0.121,120.297
378,0.161,0.836,2.0,-9.324,1.0,0.0519,0.224,0.0802,0.0926,0.487,193.782
379,0.643,0.94,6.0,-2.759,0.0,0.0526,0.0514,1.08e-05,0.348,0.423,107.015
380,0.47,0.644,8.0,-6.721,1.0,0.0269,0.000405,0.293,0.134,0.521,75.597
381,0.64,0.755,1.0,-4.077,0.0,0.0287,0.0138,0.0208,0.12,0.744,116.883
382,0.399,0.787,1.0,-2.88,1.0,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089
383,0.421,0.791,9.0,-4.998,1.0,0.0496,0.0117,1.48e-05,0.146,0.499,130.075
384,0.522,0.889,1.0,-4.137,1.0,0.0461,0.00328,0.0,0.345,0.852,144.499
385,0.717,0.36,9.0,-11.079,0.0,0.0287,0.558,0.591,0.307,0.528,113.354
386,0.661,0.379,0.0,-11.227,1.0,0.0638,0.125,0.0013,0.171,0.463,95.01
387,0.674,0.593,11.0,-6.47,0.0,0.0582,0.201,0.000529,0.209,0.464,116.995
388,0.765,0.398,7.0,-8.993,0.0,0.037,0.0681,8.48e-06,0.14,0.348,95.976
389,0.67,0.838,0.0,-4.031,1.0,0.0362,0.0604,0.000611,0.159,0.717,104.998
390,0.671,0.852,2.0,-5.557,0.0,0.0425,0.0184,9.91e-05,0.0841,0.737,125.043
391,0.651,0.377,1.0,-10.404,0.0,0.0811,0.427,3.68e-05,0.0936,0.401,123.999
392,0.592,0.697,1.0,-5.879,0.0,0.0291,0.27,9.08e-05,0.0879,0.499,146.002
393,0.729,0.438,9.0,-9.116,0.0,0.097,0.676,0.000121,0.222,0.596,106.142
394,0.447,0.537,1.0,-8.574,1.0,0.0544,0.348,0.0,0.0667,0.362,123.573
395,0.625,0.434,10.0,-8.764,1.0,0.0391,0.566,0.0202,0.119,0.166,116.8
396,0.55,0.348,0.0,-10.682,1.0,0.047,0.78,0.0,0.0999,0.15,65.973
397,0.713,0.471,1.0,-7.392,0.0,0.483,0.421,0.0,0.0308,0.781,199.765
398,0.677,0.842,11.0,-5.204,0.0,0.294,0.0345,0.0742,0.153,0.543,110.036
399,0.751,0.456,2.0,-9.014,0.0,0.042,0.516,0.0177,0.106,0.425,124.994
400,0.581,0.684,1.0,-4.962,0.0,0.0429,0.0179,1.93e-05,0.0849,0.0397,129.966
401,0.78,0.419,7.0,-10.22,0.0,0.0458,0.258,0.112,0.0703,0.505,130.019
402,0.682,0.769,0.0,-6.319,0.0,0.0625,0.011,0.000272,0.0968,0.517,155.05
403,0.459,0.538,6.0,-7.896,0.0,0.0416,0.838,0.0212,0.1,0.0767,120.419
404,0.745,0.356,1.0,-10.425,1.0,0.0941,0.172,0.00943,0.123,0.607,160.033
405,0.785,0.543,8.0,-8.134,0.0,0.0683,0.721,1.78e-05,0.0477,0.722,133.961
406,0.784,0.435,8.0,-9.197,1.0,0.0647,0.464,5.27e-06,0.0913,0.865,90.033
407,0.446,0.444,7.0,-8.177,1.0,0.0285,0.462,0.784,0.12,0.0772,141.903
408,0.694,0.823,7.0,-7.64,0.0,0.034,0.0741,0.0055,0.244,0.53,102.014
409,0.569,0.668,9.0,-6.109,0.0,0.0266,0.134,0.00408,0.0855,0.714,83.015
410,0.745,0.56,0.0,-9.437,0.0,0.045,0.131,4.48e-06,0.0876,0.478,110.032
411,0.614,0.966,7.0,-3.831,0.0,0.138,0.00104,3.57e-05,0.213,0.442,123.998
412,0.699,0.463,6.0,-7.212,0.0,0.0432,0.354,0.00306,0.073,0.356,139.952
413,0.592,0.416,1.0,-9.794,1.0,0.0246,0.882,0.000586,0.112,0.417,96.002
414,0.672,0.516,5.0,-10.86,1.0,0.0578,0.123,0.000173,0.0877,0.433,109.997
415,0.666,0.582,3.0,-8.141,0.0,0.141,0.448,0.0437,0.135,0.74,95.098
416,0.567,0.509,5.0,-12.539,1.0,0.0428,0.928,0.933,0.124,0.0869,97.04
417,0.725,0.871,10.0,-4.982,1.0,0.174,0.359,0.0,0.0627,0.593,135.96
418,0.656,0.589,5.0,-12.332,0.0,0.0493,0.321,0.532,0.104,0.155,121.003
419,0.534,0.321,5.0,-10.454,0.0,0.0312,0.239,0.0267,0.116,0.3,141.809
420,0.814,0.481,7.0,-7.892,1.0,0.0295,0.345,0.41,0.0693,0.834,110.002
421,0.889,0.489,10.0,-8.97,1.0,0.124,0.247,0.0338,0.106,0.366,95.005
422,0.463,0.479,5.0,-12.046,0.0,0.179,0.671,0.329,0.112,0.118,160.094
423,0.426,0.295,5.0,-8.337,1.0,0.0764,0.637,0.0,0.0941,0.355,174.379
424,0.523,0.298,5.0,-7.874,0.0,0.0285,0.574,0.000289,0.136,0.174,75.915
425,0.663,0.669,5.0,-7.916,0.0,0.0393,0.411,0.0064,0.0805,0.243,120.002
426,0.494,0.614,7.0,-9.29,0.0,0.155,0.446,2.23e-05,0.128,0.501,176.248
427,0.555,0.791,5.0,-6.445,0.0,0.0513,0.00624,0.0,0.193,0.158,105.088
428,0.503,0.727,1.0,-5.456,1.0,0.167,0.0159,9.45e-05,0.0895,0.521,121.985
429,0.506,0.778,1.0,-5.008,0.0,0.0414,0.000486,0.000918,0.217,0.0641,109.988
430,0.614,0.682,11.0,-4.117,0.0,0.102,0.387,0.0,0.134,0.566,100.202
431,0.718,0.621,5.0,-4.799,0.0,0.0388,0.693,2.07e-05,0.13,0.456,112.104
432,0.789,0.599,6.0,-7.267,1.0,0.039,0.124,1.41e-06,0.176,0.711,124.017
433,0.656,0.855,1.0,-3.087,0.0,0.0582,0.143,0.0,0.333,0.504,112.047
434,0.79,0.758,5.0,-5.982,0.0,0.0557,0.0671,3.72e-05,0.0452,0.901,107.98
435,0.774,0.626,3.0,-4.432,0.0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041
436,0.527,0.517,8.0,-7.835,1.0,0.0525,0.0146,0.0771,0.11,0.0397,173.974
437,0.407,0.808,0.0,-4.566,1.0,0.0774,0.000174,0.0131,0.436,0.323,136.646
438,0.527,0.715,10.0,-4.934,1.0,0.0437,0.000237,0.0034,0.101,0.3,155.102
439,0.405,0.751,5.0,-3.608,1.0,0.0392,0.377,0.0,0.0958,0.762,120.826
440,0.365,0.804,9.0,-5.922,0.0,0.105,0.104,6.58e-05,0.15,0.577,171.597
441,0.583,0.9,3.0,-6.085,1.0,0.0458,0.0319,3.84e-06,0.151,0.867,147.01
442,0.41,0.803,7.0,-5.363,1.0,0.0623,0.239,0.0,0.103,0.814,153.315
443,0.567,0.865,7.0,-5.104,0.0,0.0393,0.00606,4.58e-05,0.218,0.686,105.992
444,0.468,0.692,2.0,-4.015,1.0,0.0295,0.0202,2.39e-06,0.523,0.561,78.009
445,0.436,0.85,2.0,-4.86,1.0,0.0617,0.000861,0.74,0.128,0.537,152.644
446,0.313,0.635,11.0,-4.676,0.0,0.0431,0.0229,0.0,0.129,0.224,114.776
447,0.564,0.923,9.0,-3.843,0.0,0.0325,0.00147,0.0,0.277,0.587,141.991
448,0.533,0.376,9.0,-11.913,0.0,0.0393,0.0302,0.248,0.0926,0.187,165.007
449,0.448,0.815,0.0,-5.951,0.0,0.0361,0.0867,0.686,0.316,0.217,124.808
450,0.547,0.922,11.0,-3.893,0.0,0.0738,0.014,0.000117,0.0598,0.366,112.66
451,0.426,0.949,6.0,-3.231,0.0,0.0631,0.01,0.00434,0.377,0.339,122.241
452,0.274,0.717,5.0,-5.435,1.0,0.0382,0.0111,0.0,0.123,0.0931,185.17
453,0.412,0.226,7.0,-12.377,1.0,0.0323,0.895,7.74e-05,0.0871,0.524,168.139
454,0.443,0.369,9.0,-9.514,1.0,0.0441,0.969,0.277,0.638,0.0989,174.107
455,0.443,0.403,0.0,-8.339,1.0,0.0322,0.631,0.0,0.111,0.41,143.462
456,0.801,0.795,1.0,-5.115,0.0,0.0504,0.0417,0.000113,0.0717,0.754,79.028
457,0.697,0.877,3.0,-4.465,1.0,0.0462,0.462,0.00943,0.083,0.802,101.99
458,0.489,0.892,11.0,-4.757,0.0,0.0786,0.000369,0.00293,0.411,0.598,137.93
459,0.56,0.936,3.0,-5.835,1.0,0.0439,0.00847,0.0,0.161,0.371,112.96
460,0.386,0.607,10.0,-7.7,1.0,0.0261,0.0112,1.38e-05,0.088,0.532,147.207
461,0.49,0.715,7.0,-5.549,1.0,0.0476,0.386,0.0,0.311,0.866,130.726
462,0.689,0.739,2.0,-5.81,1.0,0.026,1.51e-05,0.509,0.064,0.578,120.423
463,0.551,0.821,2.0,-4.489,1.0,0.0539,0.0102,0.0438,0.153,0.842,174.923
464,0.416,0.563,1.0,-8.724,0.0,0.0298,0.207,0.0,0.343,0.9,77.56
465,0.388,0.338,10.0,-10.054,1.0,0.0328,0.652,3.72e-06,0.248,0.477,177.784
466,0.71,0.725,7.0,-7.451,1.0,0.105,0.073,1.52e-06,0.0912,0.768,170.101
467,0.492,0.81,7.0,-5.315,1.0,0.0847,0.0416,0.00379,0.117,0.245,149.954
468,0.641,0.502,7.0,-7.334,1.0,0.0251,0.156,4.35e-06,0.311,0.326,105.634
469,0.511,0.617,10.0,-5.883,1.0,0.0313,0.00223,0.0,0.201,0.404,90.951
470,0.663,0.546,5.0,-5.234,1.0,0.0269,0.0322,0.000572,0.107,0.656,88.171
471,0.858,0.396,1.0,-10.777,1.0,0.0515,0.00137,1.08e-05,0.119,0.831,89.108
472,0.332,0.179,5.0,-11.83,1.0,0.0326,0.879,0.0,0.0886,0.315,96.529
473,0.621,0.853,2.0,-5.735,0.0,0.0253,0.0767,3.26e-06,0.0893,0.714,128.142
474,0.377,0.734,9.0,-3.645,1.0,0.0334,0.0985,0.0,0.0942,0.393,169.988
475,0.534,0.725,6.0,-7.576,0.0,0.0332,0.188,0.0,0.0994,0.763,95.003
476,0.51,0.488,7.0,-10.304,1.0,0.0304,0.256,0.0,0.11,0.649,125.683
477,0.407,0.834,6.0,-9.224,1.0,0.208,0.0734,0.00021,0.241,0.71,121.38
478,0.622,0.393,0.0,-6.269,1.0,0.0281,0.693,0.0,0.124,0.548,120.111
479,0.598,0.756,2.0,-5.775,1.0,0.0394,0.00106,0.088,0.414,0.611,135.048
480,0.545,0.458,11.0,-8.273,1.0,0.0583,0.38,0.0,0.152,0.343,84.848
481,0.404,0.877,7.0,-4.319,1.0,0.037,0.0241,7.89e-06,0.166,0.68,179.885
482,0.71,0.847,0.0,-3.009,1.0,0.0892,0.0289,0.000332,0.0613,0.65,119.943
483,0.675,0.448,11.0,-13.175,0.0,0.0389,0.541,0.0135,0.126,0.441,101.344
484,0.543,0.793,0.0,-5.905,1.0,0.0403,0.225,0.000114,0.363,0.553,140.06
485,0.532,0.883,0.0,-2.743,0.0,0.0352,0.0951,0.0,0.304,0.7,99.995
486,0.595,0.653,7.0,-4.935,1.0,0.0265,0.246,0.0,0.264,0.542,128.93
487,0.579,0.801,0.0,-7.454,1.0,0.0449,0.121,7.58e-05,0.0821,0.972,174.755
488,0.586,0.848,11.0,-6.899,0.0,0.297,0.038,0.00064,0.122,0.645,137.723
489,0.61,0.559,7.0,-6.524,1.0,0.0264,0.392,0.0,0.131,0.378,73.972
490,0.479,0.486,4.0,-11.195,1.0,0.035,0.142,0.000694,0.0856,0.515,72.374
491,0.546,0.838,7.0,-3.51,1.0,0.0319,0.27,1.24e-05,0.0841,0.719,151.914
492,0.667,0.502,0.0,-11.355,1.0,0.0406,0.331,0.000477,0.241,0.719,101.598
493,0.731,0.465,2.0,-8.133,1.0,0.03,0.386,0.0,0.0854,0.519,120.877
494,0.716,0.604,2.0,-9.887,1.0,0.0303,0.418,5.66e-05,0.065,0.644,102.666
495,0.566,0.861,10.0,-7.543,1.0,0.0365,0.143,0.000213,0.0817,0.862,173.793
496,0.696,0.449,7.0,-10.481,1.0,0.0292,0.555,0.0,0.28,0.689,111.688
497,0.378,0.57,8.0,-12.024,1.0,0.114,0.723,1.67e-05,0.151,0.851,198.882
498,0.711,0.491,7.0,-10.323,1.0,0.0295,0.381,9.12e-06,0.249,0.671,121.294
499,0.757,0.399,4.0,-13.656,1.0,0.0287,0.308,0.0,0.0899,0.653,95.238
500,0.703,0.632,9.0,-6.508,1.0,0.0245,0.554,0.0,0.118,0.47,102.404
501,0.502,0.792,3.0,-5.473,0.0,0.0335,0.304,0.0385,0.143,0.44,155.902
502,0.622,0.763,9.0,-6.4,1.0,0.0263,0.055,8.91e-06,0.313,0.621,102.0
503,0.442,0.684,6.0,-4.888,0.0,0.168,0.191,0.0,0.0725,0.218,170.861
504,0.531,0.544,0.0,-8.615,0.0,0.462,0.308,1.89e-06,0.0835,0.398,131.921
505,0.688,0.556,6.0,-7.738,1.0,0.264,0.7,1.87e-06,0.108,0.416,129.336
506,0.612,0.593,1.0,-6.294,1.0,0.458,0.0395,0.0,0.484,0.883,130.583
507,0.591,0.889,7.0,-3.839,1.0,0.115,0.0189,0.0,0.155,0.65,143.067
508,0.603,0.725,6.0,-3.054,1.0,0.0393,0.174,0.0,0.0786,0.304,122.803
509,0.763,0.911,2.0,-3.036,1.0,0.207,0.0174,0.0,0.328,0.393,99.019
510,0.865,0.687,10.0,-3.744,0.0,0.217,0.242,0.0,0.158,0.486,139.023
511,0.925,0.443,1.0,-8.216,1.0,0.264,0.0172,0.0,0.276,0.35,136.078
512,0.505,0.611,7.0,-5.976,0.0,0.0648,0.826,0.0,0.108,0.176,85.944
513,0.765,0.356,11.0,-5.556,0.0,0.195,0.223,0.0,0.0963,0.189,96.991
514,0.676,0.415,9.0,-9.752,1.0,0.508,0.0281,0.0,0.0915,0.146,193.206
515,0.699,0.543,0.0,-8.879,1.0,0.138,0.0411,1.26e-06,0.178,0.14,130.064
516,0.387,0.773,8.0,-5.685,1.0,0.17,0.098,0.0,0.209,0.368,78.629
517,0.555,0.713,11.0,-4.549,1.0,0.0911,0.0845,0.0,0.712,0.725,79.934
518,0.709,0.589,8.0,-7.776,0.0,0.0433,0.0507,0.0,0.0585,0.58,133.922
519,0.612,0.536,10.0,-6.537,0.0,0.157,0.697,0.0,0.131,0.603,132.251
520,0.818,0.497,4.0,-7.249,0.0,0.0502,0.162,0.0,0.0645,0.814,102.042
521,0.89,0.393,4.0,-10.821,0.0,0.267,0.331,8.81e-06,0.283,0.304,128.084
522,0.724,0.691,6.0,-5.665,0.0,0.0324,0.0172,1.68e-05,0.194,0.236,126.002
523,0.823,0.733,1.0,-5.474,1.0,0.0628,0.0349,0.0,0.324,0.397,97.972
524,0.839,0.81,5.0,-5.274,0.0,0.0568,0.501,0.0,0.117,0.814,129.014
525,0.841,0.728,7.0,-3.37,1.0,0.0484,0.0847,0.0,0.149,0.43,130.049
526,0.822,0.471,1.0,-7.303,0.0,0.193,0.186,0.0,0.215,0.512,135.07
527,0.665,0.653,7.0,-3.349,1.0,0.289,0.196,0.0,0.0924,0.725,89.08
528,0.92,0.674,1.0,-5.662,0.0,0.264,0.307,0.0,0.104,0.741,141.967
529,0.487,0.729,2.0,-6.815,1.0,0.271,0.0538,4.07e-06,0.44,0.217,91.048
530,0.869,0.526,0.0,-5.766,1.0,0.111,0.139,0.0,0.119,0.217,128.996
531,0.505,0.397,5.0,-9.349,1.0,0.324,0.716,0.0,0.0853,0.558,95.063
532,0.929,0.723,11.0,-5.792,0.0,0.109,0.0672,0.0,0.346,0.458,125.022
533,0.605,0.51,11.0,-8.094,0.0,0.423,0.165,8.8e-05,0.104,0.389,65.255
534,0.596,0.815,6.0,-5.668,0.0,0.0755,0.0111,0.0,0.174,0.459,165.015
535,0.922,0.583,5.0,-4.982,1.0,0.0753,0.0098,0.0,0.0962,0.494,136.043
536,0.665,0.498,5.0,-8.185,1.0,0.0832,0.228,0.0,0.0757,0.127,81.967
537,0.831,0.558,1.0,-3.551,1.0,0.242,0.018,0.0,0.094,0.338,141.974
538,0.689,0.564,2.0,-6.226,1.0,0.136,0.187,0.0,0.0721,0.123,185.023
539,0.663,0.91,1.0,-1.629,1.0,0.317,0.0719,0.0,0.244,0.342,144.993
540,0.688,0.835,8.0,-4.162,1.0,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858
541,0.657,0.421,9.0,-11.378,1.0,0.412,0.352,0.000218,0.187,0.181,174.063
542,0.838,0.546,5.0,-6.811,0.0,0.295,0.153,0.0,0.0656,0.745,137.027
543,0.767,0.782,7.0,-5.545,1.0,0.14,0.0541,0.0,0.338,0.827,116.491
544,0.864,0.802,5.0,-5.411,0.0,0.146,0.0691,0.0,0.103,0.744,97.969
545,0.891,0.486,6.0,-7.803,1.0,0.159,0.0158,3.78e-06,0.0925,0.239,125.01
546,0.795,0.597,0.0,-6.592,0.0,0.263,0.0142,0.0,0.3,0.457,128.907
547,0.739,0.57,1.0,-7.322,0.0,0.0741,0.113,0.0,0.118,0.802,108.899
548,0.618,0.817,10.0,-3.748,0.0,0.358,0.171,0.0,0.155,0.478,152.675
549,0.794,0.51,9.0,-7.314,1.0,0.42,0.0505,1.81e-06,0.0562,0.18,167.879
550,0.77,0.699,0.0,-6.59,1.0,0.199,0.0596,1.65e-05,0.17,0.696,81.003
551,0.943,0.595,5.0,-8.372,0.0,0.191,0.0673,0.0,0.0839,0.815,117.532
552,0.831,0.814,5.0,-5.18,1.0,0.474,0.391,0.0,0.109,0.846,161.041
553,0.763,0.598,11.0,-6.865,1.0,0.0539,0.0714,0.0,0.112,0.182,140.987
554,0.667,0.493,5.0,-11.207,0.0,0.0546,0.0578,0.0,0.367,0.313,124.128
555,0.654,0.825,7.0,-4.744,1.0,0.186,0.0736,4.27e-06,0.242,0.73,140.012
556,0.831,0.514,7.0,-6.695,1.0,0.0368,0.203,0.000156,0.115,0.397,114.94
557,0.587,0.711,1.0,-6.33,1.0,0.42,0.171,0.0,0.125,0.381,98.008
558,0.703,0.661,6.0,-3.885,1.0,0.0539,0.0517,0.0,0.34,0.495,149.906
559,0.636,0.566,6.0,-7.16,0.0,0.106,0.365,0.000353,0.0917,0.425,151.894
560,0.8,0.656,5.0,-5.874,0.0,0.114,0.0144,0.0,0.354,0.436,119.921
561,0.721,0.738,2.0,-5.682,1.0,0.0649,0.00222,0.0,0.224,0.375,135.988
